Name,Brand,NETWORK_Technology,NETWORK_2G_bands,NETWORK_3G_bands,NETWORK_4G_bands,NETWORK_5G_bands,NETWORK_GPRS,NETWORK_EDGE,NETWORK_Speed,LAUNCH_Announced,BODY_Weight,BODY_Length,BODY_Width,BODY_Thickness,FEATURES_Sensors,MISC_Price_Euro,DISPLAY_Type,DISPLAY_Size,DISPLAY_Resolution_Width,DISPLAY_Resolution_Height,PLATFORM_OS,MEMORY_Card_slot,MEMORY_Internal_rom,MEMORY_Internal_ram,BATTERY_Type,BATTERY_Capacity,MAIN_CAM_1_Module,MAIN_CAM_1_Video
Motorola C261,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2005,91,109.9,49.9,14.9,,52.01,TFT,,128,160,,no,5120,,Li-Ion,820,1,No
Motorola C257,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2005,91,109.9,49.9,14.9,,,TFT,,128,160,,no,1024,,Li-Ion,820,0,
Motorola C168,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2005,77,104.4,46,14,,,CSTN,,128,128,,no,,,Li-Ion,1000,0,
Motorola C139,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2005,85,100.6,45.6,21.8,,46.95,TFT,,96,64,,no,,,Li-Ion,920,0,
Motorola C123,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2006,86,101,45,21,,,Monochrome,,96,64,,no,,,Li-Ion,920,0,
Motorola C118,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2005,86,101.3,45.7,21.5,,46.6,Monochrome,,96,64,,no,,,Li-Ion,920,0,
Motorola C117,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2005,84,107,45,19.5,,,Monochrome,,96,64,,no,,,Li-Ion,,0,
Motorola C113a,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2005,86,101.3,45.7,21.5,,,Monochrome,,96,64,,no,,,Li-Ion,920,0,
Motorola C113,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2005,86,101,45.7,21.5,,32.62,Monochrome,,96,64,,no,,,Li-Ion,920,0,
Motorola C390,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2004,91,107,44,20.9,,,CSTN,,128,128,,no,1843.2,,Li-Ion,820,0,
Motorola E680i,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2005,133,109,53.8,20.5,,,TFT,2.5,240,320,Linux,mmc,51200,,Li-Ion,,1,Yes
Motorola V560,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2005,,,,,,,TFT,,,,,no,5120,,Li-Ion,,1,No
Motorola V557,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Yes,,2005,95,87,47,23,,,TFT,,176,220,,no,5120,,Li-Ion,700,1,Yes
Motorola V361,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,Yes,,2005,104,90,47,24,,,TFT,1.9,176,220,,microsd,5120,,Li-Ion,810,1,Yes
Motorola V360,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2005,104,90,47,24,,84.18,TFT,1.9,176,220,,microsd,5120,,Li-Ion,810,1,Yes
Motorola L6,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2005,86,113,49,10.9,,74.59,CSTN,2,128,160,,no,10240,,Li-Ion,820,1,Yes
Motorola L2,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2005,86,113,49,11,,,CSTN,1.8,128,160,,no,10240,,Li-Ion,820,0,
Motorola V235,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2005,102,85.9,46.8,24.7,,,CSTN,,128,160,,no,9216,,Li-Ion,810,1,Yes
Motorola V230,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Yes,,2005,96,86.3,47,24.4,,,STN,,128,160,,no,10240,,Li-Ion,810,0,
Motorola V186,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,2005,92,86.5,44.5,25,,,CSTN,,128,128,,no,1536,,Li-Ion,600,0,
Motorola V176,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2005,,,,,,,CSTN,,128,160,,no,3072,,Li-Ion,720,0,
Motorola E378i,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2005,102,111,47,22,,,TFT,,176,220,,no,5120,,Li-Ion,820,1,No
Motorola V635,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 4,,2004,124,89,49,25,,,TFT,1.9,176,220,,microsd,5120,,Li-Ion,,1,Yes
Motorola A668,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,2004,90,92,44,23,,,TFT,,128,160,,no,,,Li-Ion,810,1,Yes
Motorola V980,Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2004,137,94,49,27,,,TFT,1.9,176,220,,microsd,2048,,Li-Ion,820,1,Yes
Motorola C980,Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2004,139,114,53,24.5,,,TFT,1.9,176,220,,microsd,4505.6,,Li-Ion,820,1,Yes
Motorola V535,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2004,122,89,49,25,,,TFT,,176,220,,no,5120,,Li-Ion,820,1,Yes
Motorola V547,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Yes,,2004,114,89,49,24.6,,,TFT,,176,220,,no,5120,,Li-Ion,820,1,Yes
Motorola E375,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2004,102,111,47,22,,,TFT,,176,220,,no,5120,,Li-Ion,,1,Yes
Motorola RAZR V3,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2004,95,98,53,13.9,,103.57,TFT,2.2,176,220,,no,5632,,Li-Ion,680,1,Yes
Motorola Droid Bionic Targa,Motorola,CDMA / EVDO / LTE,CDMA 800 / 1900 ,CDMA2000 1xEV-DO , LTE 700,,,,"EV-DO Rev.A 3.1 Mbps, LTE",,,,,,"Accelerometer, proximity, compass",,IPS,4.5,540,960,android 2,microsdhc,,,Li-Po,1750,1,Yes
Motorola Droid XTreme,Motorola,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA,,,,,,"Accelerometer, proximity, compass",,TFT,4.1,480,854,android 2,microsdhc,8388608,524288,Li-Po,,1,720
Motorola A780,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Yes,,2004,141,106,53,24,,,TFT,2.5,240,320,Linux,microsd,49152,,Li-Ion,780,1,Yes
Motorola V975,Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2004,137,94,49,27,,,TFT,1.9,176,220,,microsd,16384,,Li-Ion,930,1,Yes
Motorola C975,Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2004,139,114,53,24,,,TFT,1.9,176,220,,microsd,3788.8,,Li-Ion,820,1,Yes
Motorola V620,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2004,115,88,48,24,,,TFT,,176,220,,no,5120,,Li-Ion,780,1,Yes
Motorola V555,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Yes,,2004,120,89,49,25,,,TFT,,176,220,,no,5632,,Li-Ion,820,1,Yes
Motorola A840,Motorola,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2004,115,94,49,24,,,TFT,2.2,176,220,,microsd,,,Li-Ion,,1,Yes
Motorola E680,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2004,133,109,53.8,20.5,,,TFT,2.5,240,320,Linux,sd,51200,,Li-Ion,780,1,Yes
Motorola E398,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2004,108,108,46,21,,,TFT,1.9,176,220,,microsd,5120,,Li-Ion,830,1,No
Motorola C650,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2004,85,103,44,20,,,CSTN,,128,128,,no,1536,,Li-Ion,800,1,No
Motorola V226,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2004,103,83.5,44,25,,,CSTN,,128,128,,no,1433.6,,Li-Ion,,1,Yes
Motorola V188,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2004,80,86,45.2,22.9,,,CSTN,,128,128,,no,,,Li-Ion,830,0,
Motorola V171,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2004,83,106,44,23,,,CSTN,,96,64,,no,,,Li-Ion,920,0,
Motorola C155,Motorola,GSM,GSM 900 / 1800 ,,,,Class 4,No,,2004,80,104,49,24,,,CSTN,,98,67,,no,,,Li-Ion,920,0,
Motorola C116,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2004,81,98,45,21,,,Monochrome,,96,64,,no,,,Li-Ion,930,0,
Motorola C115,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2004,81,98,45,21,,,Monochrome,,96,64,,no,,,Li-Ion,860,0,
Motorola MPx,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,2004,174,99.7,61.2,24,,,TFT,2.8,240,320,Microsoft PocketPC 2003 SE,mmc,32768,,Li-Ion,960,1,Yes
Motorola MPx220,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 8,No,,2004,110,100,48,24.3,,,TFT,2,176,220,Microsoft Smartphone 2003,minisd,65536,,Li-Ion,1000,1,Yes
Motorola MPx100,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,2004,130,114,50,22,,,TFT,,176,220,Microsoft Smartphone 2003,sd,65536,,Li-Ion,,1,No
Motorola V872,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,2004,90,87,46,21.8,,,TFT,,128,160,,no,,,Li-Ion,810,1,Yes
Motorola V1000,Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2004,91,,,,,,Color,2.2,240,320,,microsd,,,Li-Ion,,1,No
Motorola E1000,Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2004,140,114,52,23,,,TFT,2.3,240,320,,microsd,16384,,Li-Ion,820,1,Yes
Motorola A1000,Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2004,160,116,57.5,20,,,TFT,2.9,208,320,"Symbian 7.0, UIQ v2.1 UI",microsd,24576,,Li-Ion,1600,1,No
Motorola A768i,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2004,120,100,53,21,,,TFT,,240,320,Linux,no,98304,,Li-Ion,780,1,CIF
Motorola A630,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2004,100,99,45,23,,,TFT,,176,220,,no,5120,,Li-Ion,850,1,No
Motorola C380/C385,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2004,80,107,44,20.9,,,CSTN,,128,128,,no,1843.2,,Li-Ion,800,0,
Motorola V80,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2003,108,99,45,23,,,TFT,,176,220,,no,5120,,Li-Ion,820,1,No
Motorola C289,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2003,89,105,41,18,,,Monochrome,,64,96,,no,,,Li-Ion,540,0,
Motorola C205,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2004,84,105,44,20,,,Monochrome,,98,64,,no,,,Li-Ion,700,0,
Motorola V400p,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2004,123,89,49,24.8,,,TFT,,176,220,,no,5120,,Li-Ion,700,1,No
Motorola V220,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2003,100,85.5,44,24,,,CSTN,,128,128,,no,1843.2,,Li-Ion,860,1,No
Motorola V180,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2004,92,86,45,25,,,CSTN,,128,128,,no,1536,,Li-Ion,860,0,
Motorola V878,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,2003,85,82,42,21.5,,,TFT,,128,160,,no,,,Li-Ion,640,1,Yes
Motorola A925,Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2003,210,148,60,24,,,TFT,,208,320,"Symbian 7.0, UIQ 2.0",mmc,12288,,Li-Po,1050,1,Yes
Motorola A920,Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2003,212,148,60,24,,,TFT,,208,320,"Symbian 7.0, UIQ 2.0",mmc,8192,,Li-Po,1050,1,Yes
Motorola V750,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,2003,110,94,49,27,,,TFT,,120,160,,no,,,Li-Ion,,1,No
Motorola MPx200,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,2003,118,89,48,27,,,TFT,2.2,176,220,Microsoft Smartphone 2002,mmc,8192,,Li-Ion,860,0,
Motorola V690,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,2003,93,90,47,23,,,TFT,,128,160,,no,,,Li-Ion,,1,No
Motorola V525,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2003,114,89,49,24.8,,,TFT,,176,220,,no,5120,,Li-Ion,700,1,No
Motorola V501,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2004,113,89,46,23.6,,,TFT,,176,220,,no,5120,,Li-Ion,,1,No
Motorola V500,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2003,123,89,49,24.8,,,TFT,,176,220,,no,5120,,Li-Ion,650,1,No
Motorola V303,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2003,123,89,49,25.3,,,TFT,,176,220,,no,5120,,Li-Ion,780,1,No
Motorola V300,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2003,122,89,49,24.8,,,TFT,,176,220,,no,5120,,Li-Ion,700,1,No
Motorola V600,Motorola,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,No,,2003,115,88,48,24,,,TFT,,176,220,,no,5120,,Li-Ion,700,1,No
Motorola V150,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2003,75,82,43,20,,,CSTN,,96,65,,no,1024,,Li-Ion,,0,
Motorola E390,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2003,100,107,46,22,,,TFT,,176,220,,no,,,Li-Ion,,1,No
Motorola C550,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2003,94,98,43,19,,,CSTN,,101,80,,no,1024,,Li-Ion,600,1,No
Motorola C450,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2003,85,98,43,17,,,CSTN,,96,65,,no,1024,,Li-Ion,600,0,
Motorola C250,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2003,80,101,42,19,,,CSTN,,96,65,,no,,,Li-Ion,750,0,
Motorola C230,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2003,80,107,46,22,,,Grayscale,,96,64,,no,,,Li-Ion,600,0,
Motorola C200,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2003,84,105,44,20,,,Monochrome,,98,64,,no,,,Li-Ion,700,0,
Motorola A835,Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2003,157,135,58.2,24.2,,,TFT,,176,220,,no,65536,,Li-Po,1050,1,Yes
Motorola A830,Motorola,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,,,"Yes, 384 kbps",2003,157,135,53,24,,,TFT,,176,220,,mmc,2048,,Li-Po,800,1,No
Motorola A760,Motorola,GSM,GSM 900 / 1800 ,,,,Class 10,No,,2003,120,100,53,21,,,TFT,,240,320,Linux,no,32768,,Li-Ion,750,1,Yes
Motorola V295,Motorola,GSM,GSM 900 / 1800 ,,,,Yes,No,,2003,97,87,47,22,,,CSTN,,128,128,,no,,,Li-Ion,,1,No
Motorola V291,Motorola,GSM,GSM 900 / 1800 ,,,,Yes,No,,2003,97,87,47,22.4,,,CSTN,,128,128,,no,,,Li-Ion,700,0,
Motorola V290,Motorola,GSM,GSM 900 / 1800 ,,,,Yes,No,,2003,97,87,47,22,,,CSTN,,128,128,,no,,,Li-Ion,,0,
Motorola A388c,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,2003,138,98,58,24,,,TFT,,240,350,,no,7168,,Li-Ion,,0,
Motorola C350,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2003,80,101,42,19,,,CSTN,,96,64,,no,,,Li-Ion,600,0,
Motorola T725,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,,2003,100,90,47,21,,,CSTN,,120,160,,no,,,Li-Ion,750,1,No
Motorola T720i,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2002,100,90,47,21,,,CSTN,,120,160,,no,,,Li-Ion,1100,0,
Motorola T720,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2002,100,90,47,21,,,CSTN,,120,160,,no,,,Li-Ion,1100,0,
Motorola T190,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2002,99,106,40,16,,,Monochrome,,98,64,,no,,,NiMH,550,0,
Motorola E380,Motorola,GSM,GSM 900 / 1800 ,,,,Yes,No,,2003,85,115,44,21,,,CSTN,,96,65,,no,,,Li-Ion,600,0,
Motorola E365,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2003,93,107,45,20,,,TFT,,128,160,,no,2048,,Li-Ion,750,1,No
Motorola E360,Motorola,GSM,GSM 900 / 1800 ,,,,Yes,No,,2002,85,115,44,20,,,CSTN,,128,96,,no,,,Li-Ion,600,0,
Motorola V70,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2002,83,94,38,18,,,Monochrome,,96,64,,no,,,Li-Ion,430,0,
Motorola C336,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2002,80,102,46,19,,,Grayscale,,98,64,,no,,,Li-Ion,600,0,
Motorola C333,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2002,75,101,42,19,,,Grayscale,,98,64,,no,,,Li-Ion,,0,
Motorola C332,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2002,84,107,46,22,,,Grayscale,,98,64,,no,,,Li-Ion,,0,
Motorola C331,Motorola,GSM,GSM 900 / 1800 ,,,,Class 8,No,,2002,83,101,48,21,,,Grayscale,,98,64,,no,,,Li-Ion,,0,
Motorola C300,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2002,82,106,44,16,,,Monochrome,,98,64,,no,,,Li-Ion,600,0,
Motorola V60i,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,2002,103,87,45,24,,,Monochrome,,96,64,,no,,,Li-Ion,700,0,
Motorola V66i,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,2001,79,84,44,21,,,Monochrome,,96,54,,no,,,Li-Ion,500,0,
Motorola Accompli 388,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 4,No,,2002,130,98,58,24,,,Monochrome,,320,240,,no,8192,2048,Li-Ion,800,0,
Motorola V60,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,2001,109,87,45,24,,,Monochrome,,96,64,,no,,,Li-Ion,700,0,
Motorola Accompli 008,Motorola,GSM,GSM 900 / 1800 ,,,,Class 2,No,,2002,155,98,60,28,,,Monochrome,,320,240,,no,8192,2048,Li-Ion,,0,
Motorola Timeport 280,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,2001,109,125,49,24,,,Monochrome,,128,100,,no,,,Li-Ion,800,0,
Motorola Timeport 260,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 4,No,,2002,108,125,49,24,,,Monochrome,,,5,,no,,,Li-Ion,500,0,
Motorola Timeport 250,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,No,No,,2001,97,130,46,23,,,Monochrome,,98,64,,no,,,Li-Ion,600,0,
Motorola Talkabout T192,Motorola,GSM,GSM 900 / 1800 ,,,,Class 4,No,,2001,117,120,46,23,,,Monochrome,,98,64,,no,,,Li-Ion,,0,
Motorola Talkabout T191,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2001,80,106,40,15,,,Monochrome,,98,64,,no,,,Li-Ion,,0,
Motorola Accompli 009,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 4,No,,2001,216,92,72,27,,,CSTN,,240,160,,no,,,Li-Ion,600,0,
Motorola V.box(V100),Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2000,83,83,44,25,,,Monochrome,,126,64,,no,,,Li-Ion,600,0,
Motorola V66,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,2001,79,84,44,21,,,Monochrome,,96,54,,no,,,Li-Ion,500,0,
Motorola V50,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2000,83,83,44,25,,,Monochrome,,96,54,,no,,,Li-Ion,600,0,
Motorola T180,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2000,140,130,47,27,,,Alphanumeric,,2,12,,no,,,NiMH,700,0,
Motorola A6188,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2000,137,98,60,29,,,Monochrome,,240,320,,no,,,Li-Ion,500,0,
Motorola v8088,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2000,79,82,43,26,,,Monochrome,,96,64,,no,,,Li-Ion,500,0,
Motorola Talkabout T2288,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2000,140,130,47,27,,,Monochrome,,96,64,,no,,,Li-Ion,700,0,
Motorola V2288,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,2000,150,137,50,23,,,Monochrome,,96,64,,no,,,NiMH,700,0,
Motorola Timeport P7389,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,No,No,,2000,140,130,46,23,,,Monochrome,,,5,,no,,,Li-Ion,600,0,
Motorola Timeport L7089,Motorola,GSM,GSM 900 / 1800 / 1900 ,,,,No,No,,2000,140,130,46,23,,,Monochrome,,,5,,no,,,Li-Ion,600,0,
Motorola V3690,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1999,83,83,44,25,,,Monochrome,,98,64,,no,,,Li-Ion,500,0,
Motorola V3688,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1998,83,83,44,25,,,Monochrome,,96,64,,no,,,Li-Ion,600,0,
Motorola StarTAC 130,Motorola,GSM,GSM 900 ,,,,No,No,,1998,95,94,55,19,,,Monochrome,,4,15,,no,,,NiMH,500,0,
Motorola StarTAC 85,Motorola,GSM,GSM 900 ,,,,No,No,,1997,112,98,57,23,,,Monochrome,,4,15,,no,,,NiMH,500,0,
Motorola StarTAC Rainbow,Motorola,GSM,GSM 900 ,,,,No,No,,1997,112,98,57,23,,,Alphanumeric,,2,12,,no,,,NiMH,500,0,
Motorola StarTAC 75+,Motorola,GSM,GSM 900 ,,,,No,No,,1997,112,98,57,23,,,Alphanumeric,,2,12,,no,,,NiMH,500,0,
Motorola StarTAC 75,Motorola,GSM,GSM 1800 ,,,,No,No,,1997,112,98,57,23,,,Alphanumeric,,2,12,,no,,,NiMH,500,0,
Motorola SlimLite,Motorola,GSM,GSM 900 ,,,,No,No,,1997,141,143,57,16,,,Monochrome,,4,16,,no,,,Li-Ion,900,0,
Motorola cd930,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1998,120,129,55,27,,,Monochrome,,96,32,,no,,,Li-Ion,1000,0,
Motorola cd920,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1998,120,129,55,27,,,Monochrome,,96,32,,no,,,Li-Ion,1000,0,
Motorola M3188,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1999,170,140,50,25,,,Monochrome,,96,32,,no,,,NiMH,700,0,
Motorola M3288,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1999,170,140,50,25,,,Monochrome,,96,32,,no,,,NiMH,700,0,
Motorola M3588,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1999,170,140,50,25,,,Monochrome,,96,32,,no,,,NiMH,700,0,
Motorola M3688,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1999,170,140,50,25,,,Monochrome,,96,32,,no,,,NiMH,700,0,
Motorola M3788,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1999,170,140,50,25,,,Monochrome,,96,32,,no,,,NiMH,700,0,
Motorola M3888,Motorola,GSM,GSM 900 / 1800 ,,,,No,No,,1999,170,140,50,25,,,Monochrome,,2,12,,no,,,NiMH,700,0,
Motorola d520,Motorola,GSM,GSM 900 ,,,,No,No,,1998,170,140,50,27,,,Monochrome,,2,12,,no,,,NiMH,650,0,
Motorola Moto Z4 Force,Motorola,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,,,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps",,,,,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,OLED,6.4,1080,2340,android 9,microsdxc,134217728,8388608,Li-Ion,,1,4K
MWg Zinc II,MWg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,2008,185,109.5,59,18,,,TFT,2.8,240,320,Microsoft Windows Mobile 6.1 Professional,microsd,262144,65536,Li-Po,1530,1,Yes
MWg Atom Life,MWg,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 1900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,2007,145,106,58,18,,,TFT,2.7,240,320,Microsoft Windows Mobile 6 Professional,minisd,1048576,65536,Li-Po,1530,1,Yes
MWg UBiQUiO 503g,MWg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,,,HSPA 3.6/0.384 Mbps,2007,157,123,65,17,,,TFT,2.4,320,240,Microsoft Windows Mobile 6 Professional,microsd,196608,98304,Li-Ion,1500,1,Yes
MWg Atom V,MWg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,,,,HSPA 7.2/0.384 Mbps,2008,133,116,59,15,,,TFT,2.8,240,320,Microsoft Windows Mobile 6 Professional,microsdhc,262144,65536,Li-Po,1300,1,Yes
MWg UBiQUiO 501,MWg,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,,2008,120,122,65,13.5,,,TFT,2.5,240,320,Microsoft Windows Mobile 6 Professional,minisd,131072,65536,Li-Ion,1250,1,Yes
